"","CensusTract","lng1","lat1","lng2","lat2","State","County","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","centerlat","centerlng"
"192",32003005807,-115.306703,36.144419,-115.297496,36.140679,"Nevada","Clark County",4233,2281,1952,15,53.3,14.1,0,10.7,0.7,2982,66291,3221,57725,33704,12.5,22.8,41.2,25.7,24.5,4.4,4.2,78.9,3.1,5,4.8,2.8,5.4,28.8,2065,76.8,13.2,10.1,0,7,36.142549,-115.3020995
"193",32003000107,-115.210377,36.163172,-115.205891,36.160013,"Nevada","Clark County",3621,1851,1770,49.3,30,9.4,0,6.9,2.3,2567,34622,6719,18900,2232,18.2,22.2,15.6,27.8,33.3,9.7,13.5,73.4,6.6,9.1,4.2,5.6,1,21.2,1646,94.2,5.3,0.5,0,3.1,36.1615925,-115.208134
"194",32003002605,-115.160057,36.114373,-115.153126,36.108021,"Nevada","Clark County",757,460,297,9,60.5,17.7,0,1.6,1.1,613,27813,8496,20239,6365,35.9,9.9,16.4,33,19.5,3.7,27.3,23.4,0,25.5,45.3,0,5.8,26.4,348,97.7,0,2.3,0,17.3,36.111197,-115.1565915
"195",32003001611,-115.064661,36.159033,-115.062275,36.155875,"Nevada","Clark County",4247,2155,2092,58.6,26.7,8.3,0.8,3.6,0.2,2610,37218,8251,20381,2639,19.1,32.2,15,40.1,14,16.9,14,90,7.8,0.6,0,0.5,1.1,21.6,1937,79.6,14.2,6.2,0,9.9,36.157454,-115.063468
"196",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"197",32003002905,-115.234798,36.159197,-115.223941,36.151707,"Nevada","Clark County",4643,2439,2204,28.8,44.6,9.8,0.5,13.7,0,3351,39306,4545,23208,5182,20.1,22.2,17.2,31.5,32.7,9.3,9.2,69.2,10.4,15,1.2,4,0.2,27.4,1992,86.1,9.6,4.3,0,6.5,36.155452,-115.2293695
"198",32003003419,-115.226583,36.198939,-115.223829,36.195733,"Nevada","Clark County",6660,3655,3005,41.7,25.5,27.9,0.3,2.4,0.5,3578,38870,5931,15695,1972,21.2,23.4,14.4,26.1,36.2,16.3,7,79.5,11.5,3,0.7,5.4,0,22.2,2491,88.8,9.6,1.6,0,13.3,36.197336,-115.225206
"199",32003004602,-115.109865,36.240245,-115.097267,36.232337,"Nevada","Clark County",2751,1364,1387,67.2,8.1,17.8,0.4,3.4,0.8,1343,29174,4268,12162,1690,33.5,46.8,4,38.4,22.9,22.7,11.9,71.2,16.2,6,5.9,0.6,0,25,994,91.8,5.1,3.1,0,14.8,36.236291,-115.103566
"200",32003000519,-115.064661,36.166538,-115.062066,36.159008,"Nevada","Clark County",4514,2289,2225,80.4,9.8,4.4,0,5.1,0,1657,34831,5015,14483,2195,25.8,41.8,6.8,34.3,27.6,12.8,18.4,74.3,18.5,1.3,3.5,1.6,0.8,27,2208,90.1,4,5.5,0.4,7.8,36.162773,-115.0633635
"201",32003005102,-115.091714,36.070958,-115.082366,36.064,"Nevada","Clark County",5026,2470,2556,13.4,70.3,6.3,0.2,2.1,3.2,3784,56875,6857,31955,4193,12.2,16.1,39.3,22.3,28,3.8,6.7,81.7,9.1,2.2,1.1,1.3,4.6,19.7,2313,83.8,8.9,7.3,0,6,36.067479,-115.08704
"202",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"203",32003003260,-115.271157,36.166464,-115.266087,36.159081,"Nevada","Clark County",3403,1593,1810,26.3,50.1,11.9,0,8.6,0,2261,49226,8856,24792,2668,13,20.1,19.5,27.2,36.8,1.9,14.5,83.3,9.2,3.4,0,2.6,1.5,23.9,1479,79.5,15.8,4.7,0,9.6,36.1627725,-115.268622
"204",32003005436,-114.970165,36.094326,-114.947111,36.062798,"Nevada","Clark County",9921,4505,5416,22.4,53,10,0,8.3,1.3,7404,60135,7597,33496,5951,5.7,7.1,26.8,23.8,36,6.9,6.6,87.1,6.3,0,1.8,1.9,2.9,24.1,5194,81,14.2,4.8,0,5.5,36.078562,-114.958638
"205",32003003641,-115.13941,36.250543,-115.134749,36.250012,"Nevada","Clark County",6097,2882,3215,35.1,18.7,30.5,0.4,7.3,3.4,3769,60500,7106,20451,2351,12.2,15.8,19.3,32.9,32.4,8.2,7.2,75.6,13.7,4.6,1.6,1.1,3.4,24.6,2684,85.4,13.2,1.5,0,13.3,36.2502775,-115.1370795
"206",32003005005,-115.059733,36.120813,-115.057966,36.119624,"Nevada","Clark County",4339,2109,2230,15.4,56.7,11.7,4.7,6.3,0.6,3400,24542,5156,20876,4244,26.6,43.7,12.5,30.7,39.5,6.3,11,64,9.1,12.6,0.4,8.7,5.2,25.8,1467,89.4,2.5,8.2,0,16.4,36.1202185,-115.0588495
"207",32003005338,-115.07119,36.012717,-115.062118,36.007371,"Nevada","Clark County",2006,980,1026,12.4,82,1.1,0,4.5,0,1965,50625,4377,37494,3154,6.6,NA,27.1,30.9,25.6,9,7.4,91.3,2.1,0,0,2.3,4.2,24,457,84.2,11.8,3.9,0,4.2,36.010044,-115.066654
"208",32003004916,-115.04824,36.196221,-115.04385,36.195211,"Nevada","Clark County",2471,1149,1322,59.8,25,8,0,2.3,0,1367,53527,6462,20605,2919,16.8,28.2,13.6,32.4,22.3,9,22.7,90.3,6.6,0.9,2.2,0,0,30,1155,91.3,6.7,2.1,0,7.5,36.195716,-115.046045
"209",32003003314,-115.211911,36.32089,-115.207143,36.316882,"Nevada","Clark County",6824,3348,3476,12.9,66.3,7.8,0,4.7,2.2,4855,102781,14353,41287,4381,0.9,1.3,35.7,23.5,32,4.6,4.2,79.4,11.4,1.2,0,0,8,30,3435,68.3,22.9,8.4,0.5,4.8,36.318886,-115.209527
"210",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"211",32003003005,-115.24439,36.173802,-115.242067,36.166442,"Nevada","Clark County",3387,1801,1586,31.9,55,3.5,1.6,3.8,0,2431,57463,8993,22376,2426,11.7,14.7,22,26.7,34.3,6.3,10.7,81.5,14.2,1.6,0.4,0.7,1.6,21.4,1545,81.1,11.8,7.1,0,16.3,36.170122,-115.2432285
"212",32003004926,-115.033678,36.144546,-115.02911,36.136971,"Nevada","Clark County",3608,1808,1800,53,20.3,5.8,0,17.8,1.2,1671,54327,10068,19540,2231,14.4,26.1,24.1,36.9,17.9,8.9,12.2,80.6,9.3,7.5,1,1.6,0,32.3,1712,87.8,8.8,3.4,0,7.4,36.1407585,-115.031394
"213",32003001706,-115.096671,36.118838,-115.091946,36.115261,"Nevada","Clark County",3265,1615,1650,20,53.7,9.8,0,15,0,2441,42102,15336,28037,3236,18.2,31,22,37.9,24.3,1.3,14.4,71.5,11.1,7.9,0,3.3,6.2,22.4,1434,82.9,10.5,6.6,0,10.6,36.1170495,-115.0943085
"214",32003002848,-115.125247,36.061667,-115.118298,36.056866,"Nevada","Clark County",3827,2101,1726,22.2,48.2,12.2,0.9,11.7,1.3,2826,56222,9378,29283,2971,9.2,15,28.9,21.6,28.3,8.8,12.4,84.4,4.7,4.3,0,4.4,2.2,18.2,2331,88.4,10,1.6,0,7.6,36.0592665,-115.1217725
"215",32003000105,-115.206003,36.17541,-115.192587,36.17007,"Nevada","Clark County",3696,1921,1775,54,39.8,0.7,0.5,2.5,0,2163,69844,11358,22201,2607,9.4,9.5,18,36,21.8,17.2,6.9,78.5,13.4,0.3,2.5,3.5,1.8,20.5,1965,93.5,2.6,3.9,0,8.3,36.17274,-115.199295
"216",32003004914,-115.047543,36.181517,-115.043824,36.174277,"Nevada","Clark County",2698,1424,1274,56.7,29.8,8.2,0,3.7,0.1,1664,67714,10164,23216,3066,12.4,22.7,11,27.5,27.4,11.7,22.3,76.4,15.8,3.9,1.4,1.9,0.5,28.9,1348,90.3,8.2,1.6,0,11.1,36.177897,-115.0456835
"217",32003005338,-115.07119,36.012717,-115.062118,36.007371,"Nevada","Clark County",2006,980,1026,12.4,82,1.1,0,4.5,0,1965,50625,4377,37494,3154,6.6,NA,27.1,30.9,25.6,9,7.4,91.3,2.1,0,0,2.3,4.2,24,457,84.2,11.8,3.9,0,4.2,36.010044,-115.066654
"218",32003001607,-115.074201,36.122556,-115.064694,36.114854,"Nevada","Clark County",4199,1880,2319,26,44.6,12.6,2,5.9,3.5,2887,31274,9785,15264,2444,26,40,12.3,33.5,28.4,6,19.9,48.1,1.1,36.5,6,5.3,3,35.2,1631,91.4,7.7,0.9,0,17.7,36.118705,-115.0694475
"219",32003002935,-115.219753,36.124,-115.216475,36.122009,"Nevada","Clark County",1520,763,757,25.3,53.1,5.3,1.3,11.5,0,1144,54890,7639,27333,4855,5.9,2.7,26.4,30.5,15.5,10.8,16.8,74.8,20.4,0,0,1.4,3.4,21,715,87.6,9.7,2.8,0,14.2,36.1230045,-115.218114
"220",32003005504,-114.831656,35.969242,-114.82682,35.965277,"Nevada","Clark County",3574,1811,1763,11,84.2,0.4,0,0.3,0.5,2668,63286,10138,30253,3714,8.4,5.6,35.1,24.6,24.6,9,6.8,83.8,8.6,1,0.5,2.7,3.3,25,1462,65.3,25,9.6,0,10.4,35.9672595,-114.829238
"221",32003005503,-114.827879,35.973844,-114.825581,35.972081,"Nevada","Clark County",3296,1535,1761,6.4,82.5,0,3.6,2.9,0.6,2516,56859,8730,27569,3081,13.3,18.9,29.2,32.6,16.7,11.3,10.1,83.7,3.4,0,8.4,1.3,3.1,22.8,1483,71.7,21.3,7,0,12.8,35.9729625,-114.82673
"222",32003005343,-114.947156,36.006274,-114.945612,36.004716,"Nevada","Clark County",5181,2727,2454,12.5,71.5,4.4,0.2,8,0,3408,65060,7217,26569,2818,6.3,6.8,35.8,14.3,29.1,12.2,8.6,81.5,10.9,2.7,0,2.7,2.2,24.1,2056,83.1,15,1.9,0,9,36.005495,-114.946384
"223",32003003241,-115.30405,36.222274,-115.297128,36.218466,"Nevada","Clark County",4386,2239,2147,25.2,58.7,9.8,0,3.4,0,2977,63056,9745,28737,4168,10.9,14.6,39.3,24.9,23.7,5.5,6.6,88.6,5.3,1.9,0.4,1.1,2.8,23.7,1986,78.8,14,7.2,0,7,36.22037,-115.300589
"224",32003002847,-115.127671,36.066508,-115.118488,36.064382,"Nevada","Clark County",4309,2075,2234,31.4,32.9,15.5,1.3,14.1,0,2566,34014,4321,18030,2672,33.8,53.5,19.5,32.6,33.3,4.1,10.5,64.6,18.4,6.8,4.6,3.9,1.7,18.5,2048,91.8,4.6,3.6,0,7.6,36.065445,-115.1230795
"225",32003003639,-115.139383,36.261388,-115.134676,36.257743,"Nevada","Clark County",4468,2316,2152,48.3,26.1,15.1,0.1,4.9,0,2716,61089,12910,21327,2648,8.1,9.8,21.1,32.5,22.8,10.7,12.9,84.6,10.8,2.7,1,0.5,0.4,25.4,1915,86.1,13.5,0.4,0,14.7,36.2595655,-115.1370295
"226",32003002983,-115.210021,36.04974,-115.207819,36.048579,"Nevada","Clark County",3224,1441,1783,21,32.8,14.7,0,26.3,0.5,2056,70822,6513,27087,2751,5.8,8.1,22.2,34.7,30.1,5.4,7.7,82.8,9.8,0,1.1,3.1,3.1,19.8,1953,91.3,6.5,2.2,0,2.2,36.0491595,-115.20892
"227",32003004919,-115.034893,36.176212,-115.030323,36.174032,"Nevada","Clark County",4419,2047,2372,42.5,37.3,5.6,0,11.3,0.3,2669,79327,7790,27704,2164,7.9,12.5,25.9,31.3,17.8,13,12.1,83.9,10.1,1,0,1.5,3.4,25.3,2345,80,16.3,3.8,0,5.9,36.175122,-115.032608
"228",32003003632,-115.175443,36.264725,-115.17098,36.261588,"Nevada","Clark County",3387,1703,1684,39.9,32.4,17.2,0.2,5.8,0.1,2149,66875,20345,23469,2784,12,21.9,27.2,27.7,25.5,6.9,12.6,85.4,9,0.4,0.8,0.4,3.9,26.7,1575,76.8,17.1,6,0,4.7,36.2631565,-115.1732115
"229",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"230",32003001715,-115.073263,36.102241,-115.063931,36.100234,"Nevada","Clark County",2651,1197,1454,64.2,22.9,7.4,0,0.4,1.3,1584,52296,13812,21913,4507,10.4,7.7,11.3,37.8,33.3,9.2,8.5,77.6,5,6.3,3.3,3.8,3.9,28.4,1320,83.2,11.2,5.6,0,13.3,36.1012375,-115.068597
"231",32003001713,-115.09084,36.110539,-115.087313,36.108136,"Nevada","Clark County",3304,1576,1728,43.2,46.6,3.9,0,1.7,0.7,2035,54125,8165,19612,2115,9.5,2.9,18.8,34.9,20.8,7.7,17.8,79.9,16.5,0,0,2,1.7,20.4,1452,79,16.9,4.1,0,10.5,36.1093375,-115.0890765
"232",32003003233,-115.292394,36.284564,-115.28782,36.280915,"Nevada","Clark County",4394,2068,2326,17.7,49.7,9.7,0.4,13.9,1.6,3183,85568,14957,39208,4344,4.5,6.5,35.1,26.9,21.4,10,6.6,85.9,6.1,0,0,1.2,6.7,27.5,2048,76,17.9,5.4,0.7,3.4,36.2827395,-115.290107
"233",32003003311,-115.222793,36.29692,-115.219773,36.296009,"Nevada","Clark County",3531,1566,1965,14.3,57.7,13.1,0,6.7,0,2609,72199,9865,37509,4680,5.1,3.6,40.7,21.1,24.5,8,5.7,88.2,8.2,0.8,0,1.2,1.5,38.7,1762,70.6,26.1,2.3,1,6.3,36.2964645,-115.221283
"234",32003003317,-115.281464,36.308364,-115.278623,36.306468,"Nevada","Clark County",3181,1557,1624,21,66.7,5.5,0,1.6,0,2206,73135,7148,25301,2631,6.5,5.5,33.5,24.6,23.5,9.8,8.7,89.1,6.9,0,0.6,2.9,0.4,27.2,1518,74.4,23.7,1.8,0,7.3,36.307416,-115.2800435
"235",32003003220,-115.262787,36.188763,-115.259989,36.186456,"Nevada","Clark County",6296,2837,3459,24.3,48.7,18.1,0,6.1,0.3,4650,46343,8308,26412,3012,17.9,36.3,26,30.9,30.2,5.9,7.1,77.8,13.8,4.8,0,1.8,1.8,27.2,3261,85.2,8.2,6.1,0.5,7.6,36.1876095,-115.261388
"236",32003002939,-115.245164,36.142323,-115.242908,36.140431,"Nevada","Clark County",1902,1031,871,7.5,64.5,4.9,0.4,18.2,0.1,1514,120375,23605,57066,10023,4.7,9.3,44.6,16.6,24.8,8,5.9,85.4,9.2,0,0,2.5,2.9,24,878,81.1,9.9,7.2,1.8,6.3,36.141377,-115.244036
"237",32003002814,-115.127497,36.02554,-115.118533,36.020481,"Nevada","Clark County",5734,2958,2776,17.7,54.6,8,0.3,10.3,2.8,4446,86683,6506,36144,4603,14,10.1,41.3,21.3,18.6,10.2,8.6,79.8,7.9,2.6,0.5,3.8,5.4,21.2,2681,81.6,12.3,6,0,8,36.0230105,-115.123015
"238",32003005319,-115.094912,36.025887,-115.09301,36.024404,"Nevada","Clark County",2530,1317,1213,32.8,55.1,2.1,0,7.4,0,1770,74018,13421,31539,4846,15.8,34.7,37.7,30.2,11.6,11.5,9,93.7,2.9,0,0,0,3.4,18.7,1220,84,10.7,5.3,0,6.5,36.0251455,-115.093961
"239",32003003610,-115.17445,36.239444,-115.171083,36.237374,"Nevada","Clark County",5752,2850,2902,42.8,30.9,16.4,0.6,3.9,1.9,3634,68952,4130,26247,3852,5.6,2.7,15.6,32.4,22.2,15.5,14.4,86.3,8.8,0.6,1.1,1.6,1.6,27.8,2618,86.7,8.8,4.5,0,7.1,36.238409,-115.1727665
"240",32003004302,-115.10793,36.199655,-115.106836,36.195902,"Nevada","Clark County",3577,1885,1692,79.2,5.5,12.9,0,1.5,0.1,1228,25721,4691,10201,1344,44.2,45.2,6.4,39.8,13,19.5,21.4,63.3,26,8.9,0,0,1.8,27.3,1109,86.2,0,12.7,1.1,12.7,36.1977785,-115.107383
"241",32003003319,-115.264754,36.305462,-115.260118,36.303507,"Nevada","Clark County",6053,3189,2864,18.8,62.4,8.4,0.6,4.8,0,4151,77528,6970,27649,2145,6.4,7.3,34.5,20.6,31.2,9,4.7,81.3,14.2,0.9,0,1,2.5,30.7,2893,75.5,19.7,4.8,0,4.9,36.3044845,-115.262436
"242",32003003218,-115.290498,36.201106,-115.285306,36.197408,"Nevada","Clark County",5127,2353,2774,17.7,58.6,9.8,0.2,11.4,0,3886,103776,11063,58260,9580,2.9,0,53.2,23.7,16.6,2.9,3.6,76.6,11.3,0,2.2,1.7,8.3,20.8,2522,79.6,11.4,9,0,6.4,36.199257,-115.287902
"243",32003003412,-115.238166,36.218735,-115.237107,36.217783,"Nevada","Clark County",4259,2305,1954,33.8,43.2,14.6,0.2,4.5,0,2923,49819,5995,24307,2325,8.5,10.7,22,30.2,27.9,11.3,8.5,88.3,7.5,2.6,1.2,0,0.4,25.4,2020,82.9,14.2,3,0,8.2,36.218259,-115.2376365
"244",32003003410,-115.219619,36.241807,-115.207589,36.238765,"Nevada","Clark County",6273,3223,3050,23.6,53.2,11.5,0.4,5.8,1.4,4309,65380,12107,24579,2368,7.1,5.6,21.9,29.3,24.8,12.5,11.5,86.7,5,4.1,0,2,2.2,33,3145,77.8,14.8,7.4,0,4.9,36.240286,-115.213604
"245",32003002938,-115.214518,36.140758,-115.213454,36.138901,"Nevada","Clark County",1539,766,773,9.6,53.4,11.9,0.5,22.2,0,1099,47273,14457,34314,7327,7.4,2.1,36,23.3,23.2,4.7,12.7,82.7,9.8,1.3,2.7,1.3,2.1,20.6,763,87.2,2.1,10.7,0,6.5,36.1398295,-115.213986
"246",32003005015,-115.036372,36.120461,-115.034214,36.118726,"Nevada","Clark County",4640,2418,2222,27,36.2,10.2,0,20.8,0.7,3396,57117,5074,29156,4583,7,4.5,27,33.3,21.3,6.9,11.4,79.8,13.9,3.6,0.2,0.7,1.8,24.3,2204,79.8,17.6,2.5,0.2,3,36.1195935,-115.035293
"247",32003003223,-115.313698,36.186611,-115.28706,36.173843,"Nevada","Clark County",3325,1649,1676,5,73,3.6,0,14,0,2362,102539,17646,83033,15141,3.4,5.1,64.1,11.3,21.7,1.1,1.9,87.4,0.3,0,0.6,1.5,10.1,23.1,1509,82,12.5,5.5,0,4.7,36.180227,-115.300379
"248",32003000900,-115.144463,36.164576,-115.142555,36.162929,"Nevada","Clark County",1359,842,517,12.8,66.7,9.8,0,7.6,0,1231,41765,17482,58822,11922,16,0,51.6,21.8,18.8,3.1,4.8,57.7,3.8,9.2,13.6,5.7,10,16.2,816,80,9.4,10.5,0,6,36.1637525,-115.143509
"249",32003002966,-115.212327,36.111786,-115.208022,36.109872,"Nevada","Clark County",5033,2464,2569,29.3,23.4,26.1,0.3,15.8,0,2584,31889,3177,19827,2738,21,28,14.1,35,31.6,6.2,13.1,84.1,7.2,6.4,0,1.9,0.4,20.7,2865,93.9,3.9,2.2,0,6.5,36.110829,-115.2101745
"250",32003005313,-115.084321,36.052391,-115.082779,36.050388,"Nevada","Clark County",5582,2883,2699,15.3,69.7,3.3,0.8,4.9,0,4465,72389,9647,47237,7754,4.7,3.5,44.5,19.3,26.6,4.6,5,90.3,4,0.7,2.1,1.2,1.7,19.4,3001,80.6,14.4,5,0,4.4,36.0513895,-115.08355
"251",32003000201,-115.161744,36.180877,-115.160744,36.177101,"Nevada","Clark County",4512,2390,2122,39.2,10.6,37.4,0,5.8,0.2,2515,31888,7580,18116,3768,30.5,43.3,18.5,32,29.2,7.3,13,77.3,12.1,7.3,1.6,1.9,0,27.4,1745,81.6,12.2,6.2,0,6.9,36.178989,-115.161244
"252",32003005318,-115.077144,36.040261,-115.074899,36.038414,"Nevada","Clark County",3248,1851,1397,1.5,71.5,6.3,0,10.4,5.1,2313,86810,14032,44774,8054,19,51.6,49.5,12.4,25.9,5.5,6.8,87.6,4.5,0,0,2.3,5.6,17.9,1373,82.8,10.9,6.3,0,3.2,36.0393375,-115.0760215
"253",32003003644,-115.161448,36.224845,-115.151973,36.217681,"Nevada","Clark County",5359,2449,2910,39.9,20.3,29,0.6,7.6,1.8,3050,45875,5853,16937,2073,20.6,26.1,16.9,27.9,29.4,10.5,15.3,79.6,8.8,7.3,1.7,0.7,1.8,24,2247,89.2,9.4,1.4,0,7.9,36.221263,-115.1567105
"254",32003002201,-115.170573,36.142691,-115.168503,36.140611,"Nevada","Clark County",5036,2614,2422,43.7,38.9,10.1,0.5,3.9,0.4,3301,25194,4278,18528,3916,33.5,49.9,12.1,36.3,31.2,8.7,11.6,75.1,7.5,12.6,1.9,2.5,0.3,24.7,1821,97.5,1.4,1,0,13.1,36.141651,-115.169538
"255",32003002950,-115.264517,36.114676,-115.260993,36.1109,"Nevada","Clark County",4683,2268,2415,13,41.8,11.3,0,29.1,0,3093,53796,7638,25080,2947,8.5,5.8,26.5,35.5,23.4,5.6,8.9,84.8,5.5,2.1,2.8,1.4,3.3,22.8,2515,93.3,4.3,2.5,0,8.4,36.112788,-115.262755
"256",32003005359,-114.976668,36.00073,-114.963225,35.998119,"Nevada","Clark County",7818,3914,3904,12,74.1,5.6,0.3,6.3,0,5196,96138,11577,40684,7265,4.7,6.1,42.1,19.6,25.8,7.7,4.7,79.3,15.9,0,0.5,0.7,3.6,24.3,3405,73.4,23.1,3.5,0,11.7,35.9994245,-114.9699465
"257",32003003428,-115.202377,36.202783,-115.196672,36.199097,"Nevada","Clark County",2156,1120,1036,47.7,36.9,12.1,0,1.1,0.6,989,40648,9013,16592,2035,24.9,41.3,15.3,37.9,24.6,11.6,10.6,74.2,14.2,6.3,1.2,3.4,0.8,26.1,1016,94.6,2.2,3.2,0,10.2,36.20094,-115.1995245
"258",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"259",32003005805,-115.286951,36.159074,-115.280101,36.155849,"Nevada","Clark County",2736,1419,1317,13.6,71.3,5.6,0.5,7.5,0,2179,72500,15175,47183,9520,6.9,5.7,34,31.6,30.3,2.4,1.6,79.5,5.1,3.7,0,5.1,6.6,24.3,1237,86.3,9.3,4.4,0,2.2,36.1574615,-115.283526
"260",32003003418,-115.246829,36.203416,-115.244661,36.197795,"Nevada","Clark County",4095,1857,2238,36.9,28.1,15.7,0,15.9,0,2124,35644,5583,17530,2629,25.3,35.3,19.5,47.3,26.4,2,4.7,69.7,17.5,7.9,2.1,1.3,1.5,25.5,1880,87.3,8.8,3.8,0,6.1,36.2006055,-115.245745
"261",32003003231,-115.319624,36.288357,-115.314889,36.281753,"Nevada","Clark County",10572,5004,5568,15.8,61.5,6.8,0,9.1,0,7161,81586,8304,32567,3250,9.7,15.8,44.4,14.2,27.8,5.3,8.3,81.2,11.9,1.5,0,0.2,5.2,29,5178,84.8,12.4,2.8,0,5.5,36.285055,-115.3172565
"262",32003003609,-115.195865,36.239413,-115.189401,36.236144,"Nevada","Clark County",5054,2446,2608,31.8,47.8,10.3,0,2.1,1.2,3577,63108,6341,28134,2200,5.1,1.8,20.5,34.3,22.9,10.6,11.7,83.9,7,1.8,1.4,2.4,3.4,26.4,2660,77.6,17.6,4.7,0,5.4,36.2377785,-115.192633
"263",32003002954,-115.20303,36.12633,-115.199179,36.122609,"Nevada","Clark County",4307,2307,2000,41.1,37.2,5.5,0.2,12,0,2464,32198,4456,18238,2246,25.8,55.8,10.5,29.5,34.3,6.8,19,59.8,19.5,11.7,1.5,3.7,3.9,21.3,2274,90.8,4.7,4.4,0,8,36.1244695,-115.2011045
"264",32003003227,-115.318487,36.161496,-115.314083,36.158946,"Nevada","Clark County",3687,1785,1902,11.2,62.2,10.3,0,8.5,1.7,2793,75664,15468,41606,7061,10.8,25.9,46.4,16.4,23.7,5.2,8.3,80.7,2.5,1.9,3.1,0.8,11,23.4,1805,86.3,7.5,6.1,0,12.5,36.160221,-115.316285
"265",32003003305,-115.229729,36.256047,-115.225495,36.253719,"Nevada","Clark County",5890,3101,2789,23.9,56.9,9.7,0.1,6.5,0.7,4423,64363,12242,30464,4135,9.6,18.6,31.3,22.6,33.5,6.7,5.9,82,8.8,0.6,0,4.8,3.8,22.9,2862,75.3,17.9,6.8,0,9.1,36.254883,-115.227612
"266",32003005314,-115.072923,36.045664,-115.071838,36.043792,"Nevada","Clark County",2762,1547,1215,16.9,70.5,2.3,0,6.6,0.7,2091,93902,24077,50091,6781,2,6.1,42.1,15.2,26.3,8,8.5,91,3.5,0,0,0,5.5,21.7,1465,81.2,17,1.8,0,4.4,36.044728,-115.0723805
"267",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"268",32003005421,-114.965426,36.062798,-114.961555,36.058187,"Nevada","Clark County",3833,1998,1835,25.2,55.3,15.6,0.3,1.2,1.1,2693,22123,4064,12073,1545,44,65.8,14.7,18,39.7,5.5,22.1,58.8,13.5,19.1,1.4,1.2,6,33.3,1003,81.4,12.2,6.5,0,20.8,36.0604925,-114.9634905
"269",32003002811,-115.127346,36.031478,-115.11841,36.027639,"Nevada","Clark County",4230,2189,2041,15.9,59.3,8.5,0.5,14.1,0,3285,80461,5409,35192,3820,7,6.7,37.4,30,24,3.5,5.1,81.4,13.9,0.2,2.8,0,1.7,18.2,2285,78,14.7,7.4,0,6.8,36.0295585,-115.122878
"270",32003004924,-115.064008,36.155875,-115.053016,36.145902,"Nevada","Clark County",4370,1942,2428,58.4,21.6,9.9,0,3.9,0.3,2266,44821,15899,16956,2199,22.4,36.6,17.7,33.8,25.3,4.9,18.2,67.7,17.8,13.7,0,0.9,0,32.3,1820,87.9,4.8,7.3,0,9.8,36.1508885,-115.058512
"271",32003002948,-115.233921,36.114527,-115.224867,36.11262,"Nevada","Clark County",3605,2004,1601,58.5,26.7,9.8,0,1.1,0,2122,51649,3779,20281,3293,15,22.7,12.2,42.7,22.6,9.6,12.8,79.5,5,3.2,0,8.6,3.8,20.3,1798,94.2,3.5,2.3,0,8.6,36.1135735,-115.229394
"272",32003006204,-115.016361,36.210082,-115.008331,36.205054,"Nevada","Clark County",4853,2407,2446,50.4,26.9,10.3,3.2,6.2,0,3021,60742,8631,22077,3668,10.6,10.1,23.4,33.7,21.9,7.5,13.6,84.4,13.7,0.1,0,1.8,0,29.1,2487,85.2,10.9,3.9,0,7.3,36.207568,-115.012346
