"","CensusTract","lng1","lat1","lng2","lat2","State","County","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","centerlat","centerlng"
"111",32003001006,-115.176232,36.158907,-115.172761,36.155699,"Nevada","Clark County",3772,1900,1872,15,61.9,15.9,0.3,5,0,2990,65988,12859,38942,5877,13,16,36.9,17.3,27,8.7,10.2,70.2,11.5,5.9,0.9,2.1,9.6,17.9,1947,76.8,13.8,9.3,0,10.3,36.157303,-115.1744965
"112",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"113",32003002846,-115.118841,36.009617,-115.114271,36.003926,"Nevada","Clark County",7234,3578,3656,17.8,47.8,13.5,0,16.7,0,5293,64369,7258,25250,3486,13,12.8,31.1,28.3,26.4,4.2,10.1,83.7,9,1.8,0.7,3.5,1.4,20.4,3635,90.7,7.3,2,0,8.5,36.0067715,-115.116556
"114",32003005824,-115.341958,36.181672,-115.337508,36.170054,"Nevada","Clark County",3642,1823,1819,9.7,73.7,2,0,13.2,0,2726,88750,14425,57136,8109,7,8.7,49,18.3,26,2.8,3.9,83.4,8.4,0,0.6,2.5,5,22.2,1709,78.9,15.5,5.6,0,4.6,36.175863,-115.339733
"115",32003005714,-115.10111,35.953476,-115.092488,35.951004,"Nevada","Clark County",5842,2586,3256,7.8,79.5,3.3,0,8.5,0,5682,67125,5885,47381,4057,4.8,NA,43.8,17.5,30.3,1.5,6.9,73.8,6.7,1.1,1.3,3.6,13.6,27.3,1269,65.7,13.6,20.6,0,7.6,35.95224,-115.096799
"116",32003005836,-115.208045,35.991874,-115.202909,35.987867,"Nevada","Clark County",4260,2296,1964,18.9,45.2,2.6,0,28.6,2,2729,72011,12411,29592,3518,6.3,6.3,34.9,29.5,21.1,4.9,9.6,87.4,5.6,1.7,1,0,4.3,22.8,2114,86.9,8,5.1,0,6.4,35.9898705,-115.205477
"117",32003007800,-115.006687,36.269019,-114.937736,36.255239,"Nevada","Clark County",2077,1297,780,19,62.7,11,0.3,2.8,0.7,1637,30636,2765,16381,1450,18.6,12.2,17.3,23.4,30.9,17,11.4,59.4,24.9,7.8,4.2,2.9,0.8,21.1,440,58,37,5,0,16.3,36.262129,-114.9722115
"118",32003002811,-115.127346,36.031478,-115.11841,36.027639,"Nevada","Clark County",4230,2189,2041,15.9,59.3,8.5,0.5,14.1,0,3285,80461,5409,35192,3820,7,6.7,37.4,30,24,3.5,5.1,81.4,13.9,0.2,2.8,0,1.7,18.2,2285,78,14.7,7.4,0,6.8,36.0295585,-115.122878
"119",32003001709,-115.082726,36.116977,-115.081873,36.114983,"Nevada","Clark County",1706,953,753,35.9,54.7,4.6,0,1.9,1.2,1167,53929,10996,23522,3444,21,32.1,24.8,32.7,27.6,9.7,5.2,90.5,4.9,1.3,0.4,0,2.9,23.5,743,86.9,7.7,5.4,0,11.5,36.11598,-115.0822995
"120",32003003244,-115.288115,36.226191,-115.278786,36.218591,"Nevada","Clark County",3906,1800,2106,19.3,67.4,6.8,1,3,0,2849,64623,6606,30871,4431,7,5.9,25.3,39.3,24.9,5.3,5.3,88.6,3.6,0.7,0,2.5,4.7,29,1885,85.9,13.1,1.1,0,7.3,36.222391,-115.2834505
"121",32003003306,-115.211379,36.249078,-115.207545,36.2466,"Nevada","Clark County",4211,1957,2254,13.9,68.8,8.9,0.5,4.6,0.3,3556,70515,6963,33351,3110,7.7,18.8,34.4,24.3,26.3,9.9,5.1,78.7,5.8,1.8,0,6.1,7.7,24.4,1664,82.6,12.1,5.3,0,10.3,36.247839,-115.209462
"122",32003005357,-115.005916,36.024236,-114.991067,36.010882,"Nevada","Clark County",6597,3259,3338,19.8,62.2,7.3,0,8.3,0,4842,74020,27977,40400,4652,6.3,5.4,43.3,23,20.6,4.7,8.3,85.9,4,0.5,0,1.1,8.4,23.4,3348,74.9,14.1,11,0,2.5,36.017559,-114.9984915
"123",32003002970,-115.212252,36.097243,-115.207939,36.093327,"Nevada","Clark County",3810,2017,1793,21.3,27.2,23.1,0,23.4,1.8,2404,41715,7295,27822,4998,12.8,23.8,20.5,34.3,25.7,1.9,17.6,79.6,6.5,6.4,0.5,2.5,4.5,20.9,2268,97,2.4,0.5,0,5.1,36.095285,-115.2100955
"124",32003005438,-114.973843,36.049382,-114.971978,36.04719,"Nevada","Clark County",2338,1228,1110,19.7,65.2,4,4,6.1,0,1905,36905,17753,23509,2944,12.3,14.7,17.7,24.9,28,16.2,13.2,83.4,3.1,3.2,3.9,3,3.5,23.7,1223,91,5.6,3.4,0,6.9,36.048286,-114.9729105
"125",32003005841,-115.338377,36.158987,-115.337212,36.154059,"Nevada","Clark County",5255,2757,2498,12.1,65.7,3.6,0.3,14.9,0,3424,132381,20012,84160,15192,7,9.1,62.9,13.5,19,1.9,2.6,72.2,7.7,0,1.1,1.3,17.6,23.2,2591,87.7,7.4,4.9,0,5.8,36.156523,-115.3377945
"126",32003005337,-115.069204,36.023746,-115.062273,36.017204,"Nevada","Clark County",3374,1633,1741,8.3,78.3,1.7,0,7.2,0,2248,96165,8394,39772,4079,6.2,7.6,58.5,13.3,22.2,4.3,1.6,81.5,7,0,1.8,0,9.8,25.1,1461,68.2,25.3,6.5,0,9.5,36.020475,-115.0657385
"127",32003003627,-115.112395,36.27645,-115.107797,36.272706,"Nevada","Clark County",4836,2376,2460,40,34.4,20,0,4.3,0,3188,63111,5784,22659,2255,8.8,13.1,35.2,25.4,16.9,11.2,11.3,83.8,12.4,0.6,0.3,0.5,2.4,26.8,2362,63.8,29.8,6.4,0,8.4,36.274578,-115.110096
"128",32003001801,-115.089585,36.135003,-115.083918,36.129593,"Nevada","Clark County",6591,3331,3260,48.8,36.3,7.5,0,2.7,0,3989,39518,2466,23693,6739,21.3,26.4,12.5,33.5,25.8,12.3,15.8,70.1,10.3,8.4,1.4,6.6,3.1,25.6,2973,89.7,7.6,2.7,0,11.9,36.132298,-115.0867515
"129",32003002940,-115.267882,36.129236,-115.260961,36.125585,"Nevada","Clark County",3606,1649,1957,24.7,32.4,9.9,0,28.7,0.7,2409,65066,14785,24472,3391,16.5,40.1,19.3,37.8,28.7,5.5,8.7,85.7,7.5,3.4,0.3,2.8,0.3,23.3,1863,94.7,2.7,2.3,0.3,11.7,36.1274105,-115.2644215
"130",32003000401,-115.14015,36.186805,-115.133998,36.18113,"Nevada","Clark County",2354,1530,824,23.3,37.6,24.1,6.4,4,1.1,1798,17649,1972,12321,2332,53.6,55.8,19,30.8,19,12.3,18.9,40.9,7.4,30.1,15.1,5.1,1.3,33.8,710,84.8,5.4,9.9,0,33.2,36.1839675,-115.137074
"131",32003002979,-115.184005,36.063242,-115.18107,36.05706,"Nevada","Clark County",2851,1414,1437,17.4,55.2,5.8,0,15.9,0,1824,75128,8160,37003,5616,11.7,11.2,42.4,27,19.3,3.9,7.5,72.8,16.2,0,0,2.8,8.3,17.7,1476,82,4.1,14,0,5.3,36.060151,-115.1825375
"132",32003005833,-115.212279,36.006147,-115.207769,36.002309,"Nevada","Clark County",8915,4275,4640,16.1,42,8.1,0,31.1,0.5,5740,80170,8494,28803,2607,6.5,6.2,32,30.2,24.7,4.9,8.2,83.2,11.8,0,0,0.7,4.4,23.4,4288,86.4,9.4,4.3,0,7.9,36.004228,-115.210024
"133",32003002970,-115.212252,36.097243,-115.207939,36.093327,"Nevada","Clark County",3810,2017,1793,21.3,27.2,23.1,0,23.4,1.8,2404,41715,7295,27822,4998,12.8,23.8,20.5,34.3,25.7,1.9,17.6,79.6,6.5,6.4,0.5,2.5,4.5,20.9,2268,97,2.4,0.5,0,5.1,36.095285,-115.2100955
"134",32003000302,-115.156306,36.188418,-115.151873,36.184875,"Nevada","Clark County",4832,2269,2563,31.4,5.6,55.1,0.4,0.6,4.4,2718,21602,3190,13099,2112,37,44.9,13.9,24.5,35.4,7,19.2,75.5,6.7,9.4,6.2,0.9,1.4,24.5,1607,87.9,6.3,5.8,0,16.4,36.1866465,-115.1540895
"135",32003001716,-115.064603,36.112987,-115.059097,36.107577,"Nevada","Clark County",1760,1029,731,58.9,34.5,2.6,0,2.6,0.7,1116,59750,7389,18513,4389,21.3,40.5,14.9,49.8,15.4,8.2,11.7,74.1,13.4,5.4,2.2,4.5,0.4,27.9,818,90,8.6,1.5,0,11.9,36.110282,-115.06185
"136",32003003223,-115.313698,36.186611,-115.28706,36.173843,"Nevada","Clark County",3325,1649,1676,5,73,3.6,0,14,0,2362,102539,17646,83033,15141,3.4,5.1,64.1,11.3,21.7,1.1,1.9,87.4,0.3,0,0.6,1.5,10.1,23.1,1509,82,12.5,5.5,0,4.7,36.180227,-115.300379
"137",32003006103,-115.017534,36.198955,-115.006708,36.188275,"Nevada","Clark County",3217,1385,1832,44.6,36.6,8.9,0,3.7,1.7,2017,41765,8230,22137,3303,24.7,38.7,20.4,38.1,20.8,6.1,14.5,77.4,13.5,3.5,1.4,0.9,3.3,30.6,1311,86.7,8.5,4.8,0,7.4,36.193615,-115.012121
"138",32003003242,-115.283747,36.24831,-115.279127,36.244634,"Nevada","Clark County",1790,854,936,11.1,63.2,2,0,16.7,0.1,1263,146000,21772,56715,8659,7,10.1,56,15.5,24.6,0.5,3.5,76.8,9.6,0.1,0,0.7,12.8,22.8,822,83.5,11.9,4.6,0,7.5,36.246472,-115.281437
"139",32003005017,-115.02895,36.092267,-115.020363,36.084639,"Nevada","Clark County",6363,3034,3329,28.8,29.9,12.5,4.6,16.8,2.4,4118,64258,4879,23643,2624,12.6,20.9,23.9,28.3,33.1,8.4,6.4,74.1,19.2,1.3,0,4,1.4,25.6,3213,90.3,8.4,1.4,0,5.7,36.088453,-115.0246565
"140",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"141",32003000517,-115.068874,36.174054,-115.062066,36.16649,"Nevada","Clark County",4987,2356,2631,72,12,5.7,0,7.6,0.6,2346,36902,4657,17686,4063,16.3,16.4,10.8,31.4,30.1,13.7,14,77.3,11.1,6.4,1.5,2.8,1,28,2162,86.4,9.3,4.3,0,6.6,36.170272,-115.06547
"142",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"143",32003004910,-115.047318,36.152558,-115.042932,36.144556,"Nevada","Clark County",2994,1437,1557,57.8,16,5.4,0,15,1.4,1587,52197,6147,19585,1775,9.5,18,9.2,47,23.3,8.3,12.1,78.7,11.3,4.2,0.4,4.8,0.6,27,1593,85.5,9.4,5.1,0,8.9,36.148557,-115.045125
"144",32003000109,-115.214234,36.176233,-115.210962,36.175501,"Nevada","Clark County",3875,2192,1683,44,33.6,12.1,0.4,5.2,0.4,2248,46944,20075,19163,3143,23.8,33.7,13.7,37.6,18.6,28.1,2,64.2,25.2,4.3,1.5,4,0.9,25.4,1692,91.1,3.4,5.4,0,17.3,36.175867,-115.212598
"145",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"146",32003005351,-115.090057,36.005891,-115.083187,36.000422,"Nevada","Clark County",4583,1974,2609,13.5,60.3,8.9,0,10.6,0.3,3292,63155,8804,34076,3802,6.3,4.5,38.2,27,25.5,3.7,5.5,87.5,5.5,0,0.5,2.8,3.8,21,2388,83.1,11.2,5.7,0,4.7,36.0031565,-115.086622
"147",32003002824,-115.104338,36.090814,-115.100951,36.086355,"Nevada","Clark County",1564,776,788,23.3,59.5,2.9,0.6,11.8,0,1175,72708,8684,41681,16944,6.6,5.7,34.8,31.4,23.2,3.4,7.2,78.9,11.5,0,1.7,0.8,7.1,18.1,643,74,18.4,7.6,0,8.5,36.0885845,-115.1026445
"148",32003004912,-115.05744,36.15363,-115.047255,36.144543,"Nevada","Clark County",6084,3016,3068,57.9,20.2,10,0.1,7.7,0,3266,40922,4687,16081,1510,23.8,33.4,11.5,42.5,24.3,10,11.6,77.9,10,8.2,0,3.2,0.6,34.5,2970,87.7,8.1,4.2,0,10.8,36.1490865,-115.0523475
"149",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"150",32003001902,-115.122165,36.13081,-115.118502,36.129827,"Nevada","Clark County",4336,2300,2036,63.1,24.8,3.5,0.3,5,0.6,2204,43065,5031,20906,4908,18.1,15.4,15.9,46,21.5,10.1,6.5,66.8,11.8,12.1,4.3,3.3,1.6,28.8,2397,89.5,5.5,4.5,0.5,9.5,36.1303185,-115.1203335
"151",32003005353,-115.047258,36.031898,-115.029491,36.026358,"Nevada","Clark County",4815,2325,2490,14.2,59.6,8.3,0,13,1.2,3389,71886,11464,32861,5609,8.8,13.7,39.2,20.7,24.3,4.8,11.1,91.2,6.1,0,0,0.4,2.4,19.8,2458,85.8,11.7,2.5,0,9.3,36.029128,-115.0383745
"152",32003002915,-115.270103,36.147624,-115.26094,36.143697,"Nevada","Clark County",4877,2384,2493,15.5,62.3,7.2,0.4,7,1.3,4130,52701,10650,47772,12881,11.9,38.4,36.5,15.5,33.1,6.3,8.6,74.7,8.2,8.7,2.4,0.7,5.2,23.9,2715,77.3,8.1,14.5,0,4.2,36.1456605,-115.2655215
"153",32003002964,-115.22069,36.114925,-115.216469,36.111041,"Nevada","Clark County",5086,2550,2536,32.4,25.9,25.7,0,13.1,2.4,3086,34943,8480,18608,3067,17.3,25.6,8.8,38.5,32.7,2.1,17.9,76.1,15.5,4.1,2.1,1.5,0.6,18.4,2330,97.1,0,2.9,0,12.1,36.112983,-115.2185795
"154",32003003254,-115.273989,36.177994,-115.25977,36.173836,"Nevada","Clark County",3596,1781,1815,23.6,62.3,4.8,0,6.2,0.6,2697,45141,5758,26287,3097,13.8,19.2,26.3,34.3,16.4,10,13,81.1,10.4,0.5,4.8,1.2,2.1,22.2,1989,84.7,13.3,2,0,5.8,36.175915,-115.2668795
"155",32003003215,-115.266196,36.204572,-115.260318,36.196125,"Nevada","Clark County",4225,2099,2126,23.1,47.4,14.2,0.3,7.3,1.6,3306,66182,5418,35638,3619,13.1,36.6,42,19,27.7,4.6,6.7,88.9,3.7,1.8,1.1,0.7,3.7,21.2,2130,80,17.1,2.9,0,7.8,36.2003485,-115.263257
"156",32003005832,-115.26177,35.998726,-115.243622,35.991191,"Nevada","Clark County",5982,2902,3080,18.7,46.9,4.5,0.1,23,0.9,3912,86116,8268,32179,3661,7.3,11.1,42.5,18.5,25.6,6.3,7.2,86.5,7.7,0.7,0,2.4,2.8,28.8,3159,77.7,21.2,1.2,0,3,35.9949585,-115.252696
"157",32003001300,-115.131806,36.145228,-115.128503,36.144316,"Nevada","Clark County",5399,2799,2600,66.8,22.9,2,0.4,3,2,2566,52391,8569,23286,4074,15.8,24.5,19.7,38.2,25.7,10.8,5.5,67,9.3,18,1.2,1.8,2.6,21.9,2560,86.2,9.2,4.6,0,11,36.144772,-115.1301545
"158",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"159",32003004920,-115.048375,36.17009,-115.045177,36.167169,"Nevada","Clark County",5592,2857,2735,61.1,16.8,11.8,0.6,7.8,0.1,2945,42473,9949,15554,2011,24.8,33.2,9.7,39.9,25.1,15.1,10.2,74.1,14.6,8.2,3.1,0,0,31,2467,91,8.5,0.6,0,11,36.1686295,-115.046776
"160",32003005336,-114.963226,36.021297,-114.953429,36.012668,"Nevada","Clark County",4137,2002,2135,15,75.4,6.1,0.7,0.3,0,3025,45645,11651,21955,2247,13.3,21.7,29.2,16.2,36.4,6.2,12,81.9,6.5,2.8,6.4,1.8,0.7,22.2,1992,83.7,14.1,2.2,0,8.4,36.0169825,-114.9583275
"161",32003003415,-115.228711,36.206646,-115.223713,36.203055,"Nevada","Clark County",6851,2991,3860,47.5,30.9,13.6,0.3,3.6,0.7,4294,44573,6751,21124,3366,27.8,45.1,19.4,32.9,33.4,5,9.3,81.8,5.4,3.2,1.2,4.9,3.6,24.4,3214,89.3,6.2,4.5,0,11.7,36.2048505,-115.226212
"162",32003005432,-114.949816,36.027214,-114.940882,36.019531,"Nevada","Clark County",6485,3318,3167,14.8,75.6,2.5,0,2.3,0.3,5014,68064,11701,30033,2979,2.8,2.9,29,16.9,23.5,18.6,12,95.2,1.7,1.5,0,0.7,1,26.6,2905,82.1,16.3,1.7,0,7.9,36.0233725,-114.945349
"163",32003005011,-115.059437,36.100431,-115.054883,36.092995,"Nevada","Clark County",3387,1946,1441,54.1,22.3,11.6,0.6,7.8,0,2047,37857,7717,18795,2582,15,23.4,13.3,42.4,21.1,13.9,9.3,69.7,15.7,8.5,0.5,5.7,0,30.7,1717,92.7,3.1,4.2,0,8.7,36.096713,-115.05716
"164",32003003004,-115.250987,36.177873,-115.243661,36.173875,"Nevada","Clark County",2360,1329,1031,15.1,52.4,25.7,0.8,1.4,0.8,1858,38993,8728,21060,2126,10,6.9,28.5,27.5,31.6,0.8,11.7,70.5,15.4,9.6,0.6,2.2,1.8,22.6,1397,89.7,7.6,2.7,0,4.8,36.175874,-115.247324
"165",32003004925,-115.038396,36.149257,-115.033615,36.144549,"Nevada","Clark County",6698,3287,3411,56.9,21.9,7.8,0.1,11.2,0.3,3651,46212,3271,20847,2811,17,20.4,21.7,33.6,26.9,7.2,10.6,83.1,13.2,3.3,0,0,0.4,28.8,2928,84.8,12.7,2.5,0,11.5,36.146903,-115.0360055
"166",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"167",32003005852,-115.313134,36.07645,-115.309545,36.074213,"Nevada","Clark County",5024,2447,2577,20.2,48.5,5.5,0.6,19,0,3629,74272,11472,32497,2998,4.9,7.4,29.8,26.9,28.4,3.8,11.1,90.2,3.7,0,0,0.3,5.7,26,2870,90.3,6.2,3.6,0,0.3,36.0753315,-115.3113395
"168",32003002953,-115.257839,36.100263,-115.252083,36.09962,"Nevada","Clark County",4787,2286,2501,24.6,41.2,9.9,0.6,16.2,0,3160,60206,4417,25111,3147,8.2,8.6,20.1,39.4,23.8,9.7,7,73.5,15.8,4.4,3.1,2,1.3,23.8,2481,82.6,9.9,7.2,0.3,7.8,36.0999415,-115.254961
"169",32003003235,-115.278706,36.284526,-115.276374,36.280162,"Nevada","Clark County",3128,1646,1482,18.1,54.8,18.1,0.7,2.6,1,2399,48136,5605,29673,3772,10.8,6.3,34.8,25.3,30.2,3.9,5.8,74.6,16.2,3.6,1.7,1.5,2.3,26.1,1784,85,11.3,3.8,0,6.5,36.282344,-115.27754
"170",32003002981,-115.224321,36.054462,-115.223207,36.053942,"Nevada","Clark County",4523,2237,2286,26.8,36.8,11.3,0.4,18.4,0.9,2801,70132,9061,26611,3458,11.1,15.1,24.7,32.4,31.6,2.6,8.5,82.1,11.2,1.8,0.6,0.3,4,18.3,2765,89,6.9,4.1,0,3.3,36.054202,-115.223764
"171",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"172",32003004923,-115.040021,36.159472,-115.034313,36.153518,"Nevada","Clark County",4851,2277,2574,43.8,33.9,7.5,1.8,10.9,0.7,3122,56918,9299,22678,3030,7.9,5,23.9,35.9,25.1,3.4,11.7,70.5,23,4.4,0.5,0,1.6,27.7,2377,86.3,9.1,4.6,0,6.9,36.156495,-115.037167
"173",32003001100,-115.150969,36.158856,-115.147446,36.153908,"Nevada","Clark County",2626,1587,1039,46,16.6,18.2,0.8,16,0,1360,20485,4682,16501,3349,43.7,60.2,10.7,42.5,23.1,13.3,10.4,51,5.3,26.8,7.9,6.1,3,22.5,996,85.9,6.7,7.3,0,11.5,36.156382,-115.1492075
"174",32003005200,-114.979881,36.035388,-114.975313,36.032391,"Nevada","Clark County",3955,2085,1870,30.7,55.3,7.1,1.1,2.2,0,2867,29256,6951,18671,2690,28.9,35.7,18.3,33.1,27.8,11,9.7,78,4.9,7.9,7.7,0.7,0.8,23.2,1150,90.5,7.8,1.7,0,19.5,36.0338895,-114.977597
"175",32003005436,-114.970165,36.094326,-114.947111,36.062798,"Nevada","Clark County",9921,4505,5416,22.4,53,10,0,8.3,1.3,7404,60135,7597,33496,5951,5.7,7.1,26.8,23.8,36,6.9,6.6,87.1,6.3,0,1.8,1.9,2.9,24.1,5194,81,14.2,4.8,0,5.5,36.078562,-114.958638
"176",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"177",32003005854,-115.28863,36.085257,-115.279205,36.070313,"Nevada","Clark County",9948,4863,5085,16.7,47.2,10.8,0.1,17.2,3.2,6906,55921,8929,27474,3178,9.9,7.4,29.5,28.5,31,4.3,6.7,77,8.8,0.2,3.7,3.6,6.7,21.3,5334,90.5,7.3,2.1,0.2,4.5,36.077785,-115.2839175
"178",32003002947,-115.22946,36.129198,-115.224918,36.125446,"Nevada","Clark County",3075,1605,1470,9.1,72.2,0.9,0,15.2,0,2523,72460,15300,39118,6763,9.6,0,34.9,20.7,30.2,7.2,7,82,2.6,0,4.8,0,10.6,18.1,1410,85,8.3,6.2,0.5,2.3,36.127322,-115.227189
"179",32003005711,-114.909369,35.96438,-114.895141,35.942621,"Nevada","Clark County",4829,2508,2321,5.2,70.7,6,0,14.8,0,3049,102576,8181,39027,2796,2,1.2,53.2,15.5,22.1,3.2,6,81.8,9.2,0,0,1.8,7.1,23.5,2170,82.4,14.2,3.1,0.3,0.9,35.9535005,-114.902255
"180",32003002946,-115.212999,36.119269,-115.208039,36.115222,"Nevada","Clark County",2044,1018,1026,20.4,46.1,11.4,0,20.4,0,1585,50404,8832,27273,3340,14.1,27.1,25,34.8,27,2.1,11.1,78.8,10.7,3.6,1.1,3.8,2,23.4,1045,91.2,5.4,3.4,0,5.9,36.1172455,-115.210519
"181",32003000403,-115.126031,36.174018,-115.125131,36.172829,"Nevada","Clark County",2545,1398,1147,57.2,23.8,9,0.3,8.4,0.5,1448,20307,5785,13535,2227,37.4,38.8,5.1,39,33.3,11.2,11.4,68.7,12.2,9,1,9.1,0,28.8,907,89.9,4.1,6.1,0,11.7,36.1734235,-115.125581
"182",32003002937,-115.212427,36.14453,-115.208107,36.140799,"Nevada","Clark County",5166,2719,2447,48.6,24.9,11.2,0.3,13.8,0,2677,47711,8108,20240,2681,24.9,39.8,23.8,32.3,23.3,8.4,12.3,66.1,8,16.3,4.9,2,2.7,23.5,2629,89.1,2.2,8.7,0,10,36.1426645,-115.210267
"183",32003003636,-115.153771,36.273426,-115.153121,36.27191,"Nevada","Clark County",2571,1264,1307,18.3,60.9,14.5,0,4.4,0,1899,91845,8075,33956,2757,1.7,0,35.3,14.7,31.8,7.9,10.4,78.1,16.5,1.7,0,2.1,1.6,25.7,1282,74.3,22.7,3,0,7,36.272668,-115.153446
"184",32003000514,-115.082673,36.177166,-115.080395,36.17346,"Nevada","Clark County",6904,3540,3364,66.6,14.3,6.9,0.1,8.1,0.1,2853,29741,5925,14511,2860,25.8,38.8,12.4,32.3,27.3,15,12.9,69.3,13.9,8.6,2,1.6,4.6,26.8,2487,93,2.3,4.7,0,10.7,36.175313,-115.081534
"185",32003003214,-115.288207,36.210316,-115.278929,36.19983,"Nevada","Clark County",1687,742,945,1.2,86.4,7,0,3.5,0.3,1655,46750,8861,35270,3930,5.4,NA,37,8.8,31.5,8.8,13.9,93,2.2,0,0,0,4.8,28.8,273,80.6,14.7,4.8,0,9,36.205073,-115.283568
"186",32003003612,-115.19825,36.23206,-115.188846,36.224697,"Nevada","Clark County",7938,4323,3615,37.9,26.7,22.5,0.1,7,0,5312,61685,2403,23422,2149,3.7,0.7,16.4,32.9,26.1,10.7,13.9,79.8,11.5,0.7,0.4,3.7,3.9,23.5,3734,87.5,6.1,6.3,0,5,36.2283785,-115.193548
"187",32003002828,-115.156656,36.042324,-115.154385,36.038692,"Nevada","Clark County",3318,1688,1630,20.1,60.5,5.4,0,12.1,0,2567,56782,6892,35676,5807,11.2,9.2,29.5,27.3,31.5,3.4,8.2,81.1,10.3,3.9,1.3,1.3,2,18.7,1832,78.6,13,8.4,0,5.8,36.040508,-115.1555205
"188",32003002948,-115.233921,36.114527,-115.224867,36.11262,"Nevada","Clark County",3605,2004,1601,58.5,26.7,9.8,0,1.1,0,2122,51649,3779,20281,3293,15,22.7,12.2,42.7,22.6,9.6,12.8,79.5,5,3.2,0,8.6,3.8,20.3,1798,94.2,3.5,2.3,0,8.6,36.1135735,-115.229394
"189",32003006900,-115.096445,36.078879,-115.091532,36.074944,"Nevada","Clark County",2018,1011,1007,18.2,59.6,7.6,0.3,12.7,0.3,1560,65735,17435,31583,3567,5.3,7.1,33.2,27.4,25.4,9.9,4.1,88.2,3.8,0.7,0.4,1.6,5.4,18.2,784,84.9,6.4,8.7,0,5.9,36.0769115,-115.0939885
"190",32003001710,-115.075914,36.121512,-115.066745,36.114922,"Nevada","Clark County",4255,2161,2094,45.3,27,11.3,0.9,7.7,2.8,2782,37310,8331,23884,4272,15.5,26.8,15,42.4,26.5,4.9,11.3,77.8,9.7,5.8,2.3,3.1,1.2,24.3,2136,89.5,6.1,4.4,0,7.4,36.118217,-115.0713295
"191",32003005350,-115.087626,36.008531,-115.08315,36.005807,"Nevada","Clark County",3699,1982,1717,11.2,72.2,2.4,0,8.9,0.7,2642,102898,19279,47895,7403,3.8,5.8,45.8,15.9,26.4,3.8,8.1,73.6,12,0,1.5,4.3,8.6,22.1,1940,78,13.7,8.3,0,4.2,36.007169,-115.085388
